anomaly_id,equipment_id,event_time,severity,anomaly_type,description
AE0027,EQ040,2026-02-05 18:58:00,low,packing cycle time deviation,AE0027 on EQ040 (Palletizer 040) was traced to operator sequencing differences during a product changeover; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0028,EQ008,2024-06-22 10:58:00,low,power instability,"AE0028 on EQ008 (Conveyor 008) was traced to a brief voltage sag on the shared distribution panel; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0029,EQ020,2025-10-05 00:54:00,low,conveyor bearing vibration,AE0029 on EQ020 (Case Packer 020) was traced to misalignment that increased radial load; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0030,EQ015,2026-03-10 08:45:00,low,sealing pressure loss,"AE0030 on EQ015 (Filling Machine 015) was traced to a regulator that responded slowly to load changes; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0031,EQ037,2025-09-18 00:27:00,low,sealing pressure loss,"AE0031 on EQ037 (Label Applicator 037) was traced to a loosened fitting in the pneumatic circuit; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0032,EQ030,2024-04-12 21:12:00,medium,cold-chain temperature drift,"AE0032 on EQ030 (Cartoner 030) was traced to a cooling fan operating below its rated speed; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0033,EQ007,2024-10-02 04:17:00,low,sealing pressure loss,AE0033 on EQ007 (Conveyor 007) was traced to a regulator that responded slowly to load changes; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0034,EQ013,2025-09-13 04:35:00,medium,barcode sensor dropout,"AE0034 on EQ013 (Case Packer 013) was traced to an intermittent connector at the sensor terminal; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0035,EQ034,2026-11-03 13:45:00,low,label vision inspection failure,"AE0035 on EQ034 (Conveyor 034) was traced to lighting intensity below the validated inspection range; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0036,EQ038,2025-02-06 19:09:00,medium,barcode sensor dropout,"AE0036 on EQ038 (Filling Machine 038) was traced to a contaminated sensing surface that weakened the signal; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0037,EQ002,2025-12-15 03:15:00,low,sealing pressure loss,"AE0037 on EQ002 (Cartoner 002) was traced to a loosened fitting in the pneumatic circuit; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0038,EQ040,2024-02-13 07:05:00,medium,conveyor bearing vibration,"AE0038 on EQ040 (Palletizer 040) was traced to misalignment that increased radial load; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0039,EQ001,2024-11-03 05:27:00,medium,sealing pressure loss,"AE0039 on EQ001 (Checkweigher 001) was traced to a regulator that responded slowly to load changes; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0040,EQ017,2024-07-25 04:15:00,critical,barcode sensor dropout,"AE0040 on EQ017 (Cartoner 017) was traced to an intermittent connector at the sensor terminal; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; output stabilized after the intervention and the lot was released after an additional quality check."
AE0041,EQ001,2025-11-15 12:51:00,medium,power instability,AE0041 on EQ001 (Checkweigher 001) was traced to a loose terminal in the local power cabinet; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0042,EQ030,2025-10-03 20:36:00,low,barcode sensor dropout,"AE0042 on EQ030 (Cartoner 030) was traced to a contaminated sensing surface that weakened the signal; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0043,EQ006,2024-01-07 04:40:00,low,cold-chain temperature drift,"AE0043 on EQ006 (Cartoner 006) was traced to restricted airflow around the control cabinet; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0044,EQ023,2024-04-13 12:25:00,medium,barcode sensor dropout,"AE0044 on EQ023 (Checkweigher 023) was traced to electrical noise near the signal cable; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0045,EQ040,2024-09-01 06:57:00,high,power instability,"AE0045 on EQ040 (Palletizer 040) was traced to load switching from adjacent equipment that disturbed the supply; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0046,EQ036,2024-03-05 01:02:00,medium,cold-chain temperature drift,"AE0046 on EQ036 (Cartoner 036) was traced to restricted airflow around the control cabinet; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0047,EQ008,2024-07-04 19:52:00,high,packing cycle time deviation,AE0047 on EQ008 (Conveyor 008) was traced to a controller timing parameter that had drifted from baseline; the operator isolated the affected station and maintenance inspected the signal path; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0048,EQ009,2025-01-20 00:49:00,low,sealing pressure loss,"AE0048 on EQ009 (Filling Machine 009) was traced to a regulator that responded slowly to load changes; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0049,EQ040,2025-10-07 10:22:00,low,sealing pressure loss,"AE0049 on EQ040 (Palletizer 040) was traced to a loosened fitting in the pneumatic circuit; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0050,EQ032,2024-08-04 12:48:00,medium,sealing pressure loss,"AE0050 on EQ032 (Cartoner 032) was traced to seal wear that allowed a gradual pressure leak; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0051,EQ025,2026-05-08 02:17:00,high,sealing pressure loss,"AE0051 on EQ025 (Filling Machine 025) was traced to a regulator that responded slowly to load changes; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0052,EQ031,2025-09-06 11:37:00,low,sealing pressure loss,"AE0052 on EQ031 (Metal Detector 031) was traced to a loosened fitting in the pneumatic circuit; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0053,EQ020,2024-06-18 22:27:00,high,packing cycle time deviation,"AE0053 on EQ020 (Case Packer 020) was traced to a controller timing parameter that had drifted from baseline; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0054,EQ032,2024-06-17 18:31:00,low,packing cycle time deviation,AE0054 on EQ032 (Cartoner 032) was traced to operator sequencing differences during a product changeover; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0055,EQ014,2026-07-30 09:19:00,low,cold-chain temperature drift,"AE0055 on EQ014 (Conveyor 014) was traced to restricted airflow around the control cabinet; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0056,EQ017,2026-08-27 05:54:00,medium,conveyor bearing vibration,AE0056 on EQ017 (Cartoner 017) was traced to misalignment that increased radial load; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0057,EQ024,2024-03-17 16:46:00,medium,label vision inspection failure,"AE0057 on EQ024 (Label Applicator 024) was traced to a fixture position shift that changed the camera angle; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0058,EQ022,2026-11-29 07:14:00,low,packing cycle time deviation,"AE0058 on EQ022 (Cartoner 022) was traced to material feeding friction that lengthened the transfer step; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0059,EQ037,2026-01-07 18:52:00,low,packing cycle time deviation,AE0059 on EQ037 (Label Applicator 037) was traced to a controller timing parameter that had drifted from baseline; the shift lead moved work to a standby asset while engineering checked the operating history; the reading returned within the control limit and production resumed under observation.
AE0060,EQ034,2024-06-12 23:07:00,medium,sealing pressure loss,AE0060 on EQ034 (Conveyor 034) was traced to a regulator that responded slowly to load changes; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0061,EQ028,2026-12-16 15:26:00,medium,cold-chain temperature drift,"AE0061 on EQ028 (Cartoner 028) was traced to restricted airflow around the control cabinet; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0062,EQ027,2026-09-08 13:49:00,high,barcode sensor dropout,"AE0062 on EQ027 (Checkweigher 027) was traced to electrical noise near the signal cable; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0063,EQ032,2026-10-18 14:26:00,medium,label vision inspection failure,"AE0063 on EQ032 (Cartoner 032) was traced to a fixture position shift that changed the camera angle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0064,EQ025,2025-07-14 08:40:00,high,packing cycle time deviation,"AE0064 on EQ025 (Filling Machine 025) was traced to material feeding friction that lengthened the transfer step; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the reading returned within the control limit and production resumed under observation."
AE0065,EQ024,2025-05-28 02:42:00,high,label vision inspection failure,AE0065 on EQ024 (Label Applicator 024) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0066,EQ020,2026-11-19 17:23:00,medium,label vision inspection failure,"AE0066 on EQ020 (Case Packer 020) was traced to a fixture position shift that changed the camera angle; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0067,EQ034,2025-12-11 05:32:00,medium,conveyor bearing vibration,"AE0067 on EQ034 (Conveyor 034) was traced to lubricant degradation after an extended duty cycle; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0068,EQ035,2026-08-23 23:19:00,medium,barcode sensor dropout,"AE0068 on EQ035 (Metal Detector 035) was traced to electrical noise near the signal cable; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0069,EQ017,2026-08-04 23:21:00,low,power instability,"AE0069 on EQ017 (Cartoner 017) was traced to load switching from adjacent equipment that disturbed the supply; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0070,EQ010,2025-01-22 23:08:00,high,sealing pressure loss,"AE0070 on EQ010 (Filling Machine 010) was traced to a loosened fitting in the pneumatic circuit; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0071,EQ012,2024-09-30 11:29:00,medium,barcode sensor dropout,"AE0071 on EQ012 (Checkweigher 012) was traced to electrical noise near the signal cable; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0072,EQ014,2024-03-29 17:56:00,high,conveyor bearing vibration,"AE0072 on EQ014 (Conveyor 014) was traced to wear in the drive-side bearing race; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0073,EQ035,2024-06-01 21:32:00,medium,packing cycle time deviation,"AE0073 on EQ035 (Metal Detector 035) was traced to material feeding friction that lengthened the transfer step; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0074,EQ004,2025-11-04 10:52:00,high,label vision inspection failure,"AE0074 on EQ004 (Filling Machine 004) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0075,EQ023,2025-05-27 07:07:00,medium,cold-chain temperature drift,"AE0075 on EQ023 (Checkweigher 023) was traced to thermal drift after repeated high-load cycles; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0076,EQ019,2025-11-16 18:29:00,low,conveyor bearing vibration,"AE0076 on EQ019 (Filling Machine 019) was traced to lubricant degradation after an extended duty cycle; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0077,EQ036,2025-04-29 08:41:00,low,cold-chain temperature drift,AE0077 on EQ036 (Cartoner 036) was traced to a cooling fan operating below its rated speed; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0078,EQ022,2026-11-26 12:38:00,low,barcode sensor dropout,"AE0078 on EQ022 (Cartoner 022) was traced to a contaminated sensing surface that weakened the signal; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0079,EQ011,2025-07-23 11:53:00,medium,packing cycle time deviation,AE0079 on EQ011 (Metal Detector 011) was traced to material feeding friction that lengthened the transfer step; the operator isolated the affected station and maintenance inspected the signal path; the reading returned within the control limit and production resumed under observation.
AE0080,EQ025,2026-10-26 01:50:00,medium,power instability,"AE0080 on EQ025 (Filling Machine 025) was traced to a loose terminal in the local power cabinet; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0081,EQ035,2024-12-18 12:11:00,low,sealing pressure loss,"AE0081 on EQ035 (Metal Detector 035) was traced to a regulator that responded slowly to load changes; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0082,EQ019,2025-08-18 19:23:00,high,barcode sensor dropout,AE0082 on EQ019 (Filling Machine 019) was traced to an intermittent connector at the sensor terminal; the shift lead moved work to a standby asset while engineering checked the operating history; the reading returned within the control limit and production resumed under observation.
AE0083,EQ009,2025-04-17 04:16:00,medium,sealing pressure loss,"AE0083 on EQ009 (Filling Machine 009) was traced to seal wear that allowed a gradual pressure leak; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0084,EQ017,2024-12-05 12:49:00,low,cold-chain temperature drift,"AE0084 on EQ017 (Cartoner 017) was traced to thermal drift after repeated high-load cycles; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0085,EQ040,2024-09-20 01:31:00,low,sealing pressure loss,"AE0085 on EQ040 (Palletizer 040) was traced to a loosened fitting in the pneumatic circuit; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0086,EQ033,2024-02-22 14:18:00,low,barcode sensor dropout,"AE0086 on EQ033 (Checkweigher 033) was traced to electrical noise near the signal cable; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0087,EQ030,2024-08-12 09:54:00,high,conveyor bearing vibration,"AE0087 on EQ030 (Cartoner 030) was traced to wear in the drive-side bearing race; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0088,EQ038,2025-09-03 15:13:00,low,barcode sensor dropout,"AE0088 on EQ038 (Filling Machine 038) was traced to an intermittent connector at the sensor terminal; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0089,EQ035,2024-02-05 10:01:00,medium,power instability,"AE0089 on EQ035 (Metal Detector 035) was traced to a loose terminal in the local power cabinet; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0090,EQ038,2024-10-07 18:48:00,critical,power instability,"AE0090 on EQ038 (Filling Machine 038) was traced to load switching from adjacent equipment that disturbed the supply; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0091,EQ013,2025-08-09 12:45:00,medium,cold-chain temperature drift,"AE0091 on EQ013 (Case Packer 013) was traced to restricted airflow around the control cabinet; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0092,EQ036,2024-12-29 09:40:00,critical,barcode sensor dropout,"AE0092 on EQ036 (Cartoner 036) was traced to electrical noise near the signal cable; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0093,EQ005,2025-11-26 22:44:00,low,sealing pressure loss,"AE0093 on EQ005 (Filling Machine 005) was traced to a regulator that responded slowly to load changes; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0094,EQ001,2024-03-31 07:18:00,low,sealing pressure loss,AE0094 on EQ001 (Checkweigher 001) was traced to a loosened fitting in the pneumatic circuit; the operator isolated the affected station and maintenance inspected the signal path; the reading returned within the control limit and production resumed under observation.
AE0095,EQ039,2026-07-23 08:20:00,low,packing cycle time deviation,AE0095 on EQ039 (Filling Machine 039) was traced to a controller timing parameter that had drifted from baseline; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0096,EQ020,2026-08-02 18:21:00,low,sealing pressure loss,"AE0096 on EQ020 (Case Packer 020) was traced to a regulator that responded slowly to load changes; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0097,EQ005,2024-10-17 08:41:00,low,cold-chain temperature drift,"AE0097 on EQ005 (Filling Machine 005) was traced to restricted airflow around the control cabinet; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0098,EQ013,2025-06-27 07:54:00,critical,packing cycle time deviation,"AE0098 on EQ013 (Case Packer 013) was traced to a controller timing parameter that had drifted from baseline; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0099,EQ007,2024-05-01 20:18:00,low,power instability,"AE0099 on EQ007 (Conveyor 007) was traced to load switching from adjacent equipment that disturbed the supply; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0100,EQ019,2025-04-08 08:28:00,critical,conveyor bearing vibration,"AE0100 on EQ019 (Filling Machine 019) was traced to lubricant degradation after an extended duty cycle; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0101,EQ010,2026-09-15 20:13:00,low,packing cycle time deviation,"AE0101 on EQ010 (Filling Machine 010) was traced to a controller timing parameter that had drifted from baseline; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0102,EQ003,2024-09-03 22:59:00,high,label vision inspection failure,"AE0102 on EQ003 (Conveyor 003) was traced to a fixture position shift that changed the camera angle; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0103,EQ016,2025-07-13 04:59:00,medium,conveyor bearing vibration,"AE0103 on EQ016 (Checkweigher 016) was traced to lubricant degradation after an extended duty cycle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0104,EQ002,2024-12-02 02:39:00,critical,conveyor bearing vibration,"AE0104 on EQ002 (Cartoner 002) was traced to misalignment that increased radial load; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0105,EQ013,2025-02-18 11:19:00,high,packing cycle time deviation,AE0105 on EQ013 (Case Packer 013) was traced to operator sequencing differences during a product changeover; the operator isolated the affected station and maintenance inspected the signal path; output stabilized after the intervention and the lot was released after an additional quality check.
AE0106,EQ035,2024-05-06 16:43:00,low,barcode sensor dropout,"AE0106 on EQ035 (Metal Detector 035) was traced to an intermittent connector at the sensor terminal; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
