downtime_id,equipment_id,anomaly_id,start_time,end_time,hours,affected_product_id,description
DT0042,EQ030,AE0042,2025-10-03 21:01:00,2025-10-05 21:55:00,48.9,PRD012,"DT0042 linked to AE0042 on EQ030 occurred because inspection after the barcode sensor dropout alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0045,EQ040,AE0045,2024-09-01 08:20:00,2024-09-04 04:08:00,67.8,PRD007,"DT0045 linked to AE0045 on EQ040 occurred because repeated power instability alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0047,EQ008,AE0047,2024-07-04 20:50:00,2024-07-06 10:08:00,37.3,PRD008,"DT0047 linked to AE0047 on EQ008 occurred because the packing cycle time deviation signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0048,EQ009,AE0048,2025-01-20 01:14:00,2025-01-20 07:38:00,6.4,PRD012,DT0048 linked to AE0048 on EQ009 occurred because the unresolved sealing pressure loss condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0051,EQ025,AE0051,2026-05-08 02:41:00,2026-05-11 00:35:00,69.9,PRD017,"DT0051 linked to AE0051 on EQ025 occurred because inspection after the sealing pressure loss alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0053,EQ020,AE0053,2024-06-18 22:58:00,2024-06-21 07:34:00,56.6,PRD010,DT0053 linked to AE0053 on EQ020 occurred because the unresolved packing cycle time deviation condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0055,EQ014,AE0055,2026-07-30 10:39:00,2026-07-30 14:57:00,4.3,PRD010,"DT0055 linked to AE0055 on EQ014 occurred because inspection after the cold-chain temperature drift alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0057,EQ024,AE0057,2024-03-17 18:10:00,2024-03-19 16:34:00,46.4,PRD002,DT0057 linked to AE0057 on EQ024 occurred because the unresolved label vision inspection failure condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0059,EQ037,AE0059,2026-01-07 19:13:00,2026-01-10 06:13:00,59.0,PRD004,"DT0059 linked to AE0059 on EQ037 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0062,EQ027,AE0062,2026-09-08 14:25:00,2026-09-11 00:13:00,57.8,PRD013,DT0062 linked to AE0062 on EQ027 occurred because the unresolved barcode sensor dropout condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0063,EQ032,AE0063,2026-10-18 15:28:00,2026-10-21 13:46:00,70.3,PRD013,"DT0063 linked to AE0063 on EQ032 occurred because repeated label vision inspection failure alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0064,EQ025,AE0064,2025-07-14 09:24:00,2025-07-15 14:36:00,29.2,PRD001,"DT0064 linked to AE0064 on EQ025 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0065,EQ024,AE0065,2025-05-28 03:57:00,2025-05-28 18:57:00,15.0,PRD013,"DT0065 linked to AE0065 on EQ024 occurred because the label vision inspection failure signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0066,EQ020,AE0066,2026-11-19 17:40:00,2026-11-22 05:34:00,59.9,PRD006,DT0066 linked to AE0066 on EQ020 occurred because the unresolved label vision inspection failure condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0067,EQ034,AE0067,2025-12-11 05:40:00,2025-12-12 01:22:00,19.7,PRD005,"DT0067 linked to AE0067 on EQ034 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0070,EQ010,AE0070,2025-01-22 23:40:00,2025-01-23 18:52:00,19.2,PRD017,"DT0070 linked to AE0070 on EQ010 occurred because the sealing pressure loss signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0072,EQ014,AE0072,2024-03-29 18:59:00,2024-03-31 07:41:00,36.7,PRD011,"DT0072 linked to AE0072 on EQ014 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0074,EQ004,AE0074,2025-11-04 11:19:00,2025-11-07 05:13:00,65.9,PRD011,"DT0074 linked to AE0074 on EQ004 occurred because the label vision inspection failure signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0075,EQ023,AE0075,2025-05-27 07:59:00,2025-05-28 16:11:00,32.2,PRD014,DT0075 linked to AE0075 on EQ023 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0076,EQ019,AE0076,2025-11-16 18:46:00,2025-11-18 22:10:00,51.4,PRD019,"DT0076 linked to AE0076 on EQ019 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0080,EQ025,AE0080,2026-10-26 02:52:00,2026-10-27 23:34:00,44.7,PRD008,DT0080 linked to AE0080 on EQ025 occurred because the unresolved power instability condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0082,EQ019,AE0082,2025-08-18 20:00:00,2025-08-19 17:06:00,21.1,PRD012,"DT0082 linked to AE0082 on EQ019 occurred because inspection after the barcode sensor dropout alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0083,EQ009,AE0083,2025-04-17 05:02:00,2025-04-19 17:20:00,60.3,PRD001,"DT0083 linked to AE0083 on EQ009 occurred because the sealing pressure loss signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0084,EQ017,AE0084,2024-12-05 13:53:00,2024-12-08 04:59:00,63.1,PRD005,DT0084 linked to AE0084 on EQ017 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0085,EQ040,AE0085,2024-09-20 02:48:00,2024-09-22 16:00:00,61.2,PRD009,"DT0085 linked to AE0085 on EQ040 occurred because repeated sealing pressure loss alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0086,EQ033,AE0086,2024-02-22 15:39:00,2024-02-25 08:33:00,64.9,PRD006,"DT0086 linked to AE0086 on EQ033 occurred because inspection after the barcode sensor dropout alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0087,EQ030,AE0087,2024-08-12 11:14:00,2024-08-12 15:26:00,4.2,PRD014,"DT0087 linked to AE0087 on EQ030 occurred because the conveyor bearing vibration signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0088,EQ038,AE0088,2025-09-03 16:20:00,2025-09-05 20:20:00,52.0,PRD001,DT0088 linked to AE0088 on EQ038 occurred because the unresolved barcode sensor dropout condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0090,EQ038,AE0090,2024-10-07 19:02:00,2024-10-10 09:44:00,62.7,PRD007,"DT0090 linked to AE0090 on EQ038 occurred because repeated power instability alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0091,EQ013,AE0091,2025-08-09 13:11:00,2025-08-09 16:35:00,3.4,PRD006,"DT0091 linked to AE0091 on EQ013 occurred because inspection after the cold-chain temperature drift alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0092,EQ036,AE0092,2024-12-29 11:05:00,2024-12-31 13:35:00,50.5,PRD011,"DT0092 linked to AE0092 on EQ036 occurred because the barcode sensor dropout signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0095,EQ039,AE0095,2026-07-23 09:49:00,2026-07-23 14:49:00,5.0,PRD018,"DT0095 linked to AE0095 on EQ039 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0096,EQ020,AE0096,2026-08-02 19:12:00,2026-08-04 00:18:00,29.1,PRD016,"DT0096 linked to AE0096 on EQ020 occurred because the sealing pressure loss signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0097,EQ005,AE0097,2024-10-17 10:03:00,2024-10-19 15:45:00,53.7,PRD017,DT0097 linked to AE0097 on EQ005 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0098,EQ013,AE0098,2025-06-27 08:47:00,2025-06-29 19:29:00,58.7,PRD001,"DT0098 linked to AE0098 on EQ013 occurred because repeated packing cycle time deviation alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0099,EQ007,AE0099,2024-05-01 21:07:00,2024-05-03 10:55:00,37.8,PRD001,"DT0099 linked to AE0099 on EQ007 occurred because inspection after the power instability alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0100,EQ019,AE0100,2025-04-08 08:53:00,2025-04-08 13:17:00,4.4,PRD005,"DT0100 linked to AE0100 on EQ019 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0101,EQ010,AE0101,2026-09-15 20:26:00,2026-09-15 22:56:00,2.5,PRD004,"DT0101 linked to AE0101 on EQ010 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0102,EQ003,AE0102,2024-09-03 23:40:00,2024-09-04 15:10:00,15.5,PRD018,"DT0102 linked to AE0102 on EQ003 occurred because the label vision inspection failure signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0104,EQ002,AE0104,2024-12-02 02:46:00,2024-12-02 17:16:00,14.5,PRD007,"DT0104 linked to AE0104 on EQ002 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0105,EQ013,AE0105,2025-02-18 12:34:00,2025-02-20 04:16:00,39.7,PRD010,"DT0105 linked to AE0105 on EQ013 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0109,EQ009,AE0109,2024-09-28 14:33:00,2024-09-29 13:03:00,22.5,PRD010,"DT0109 linked to AE0109 on EQ009 occurred because inspection after the barcode sensor dropout alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0111,EQ030,AE0111,2024-07-26 10:21:00,2024-07-29 05:45:00,67.4,PRD010,"DT0111 linked to AE0111 on EQ030 occurred because the barcode sensor dropout signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0112,EQ015,AE0112,2024-12-08 07:04:00,2024-12-09 23:16:00,40.2,PRD007,DT0112 linked to AE0112 on EQ015 occurred because the unresolved barcode sensor dropout condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0113,EQ038,AE0113,2026-11-16 03:04:00,2026-11-18 12:16:00,57.2,PRD010,"DT0113 linked to AE0113 on EQ038 occurred because repeated label vision inspection failure alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0114,EQ003,AE0114,2025-11-04 23:06:00,2025-11-05 17:30:00,18.4,PRD018,"DT0114 linked to AE0114 on EQ003 occurred because inspection after the barcode sensor dropout alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0117,EQ022,AE0117,2025-03-15 09:33:00,2025-03-16 03:45:00,18.2,PRD007,"DT0117 linked to AE0117 on EQ022 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0119,EQ023,AE0119,2024-05-29 19:40:00,2024-05-31 20:52:00,49.2,PRD003,"DT0119 linked to AE0119 on EQ023 occurred because the barcode sensor dropout signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0122,EQ035,AE0122,2024-07-08 16:22:00,2024-07-08 17:58:00,1.6,PRD005,"DT0122 linked to AE0122 on EQ035 occurred because repeated barcode sensor dropout alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0125,EQ032,AE0125,2026-11-21 08:31:00,2026-11-21 21:37:00,13.1,PRD012,DT0125 linked to AE0125 on EQ032 occurred because the unresolved label vision inspection failure condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0126,EQ001,AE0126,2025-05-06 07:49:00,2025-05-08 01:31:00,41.7,PRD015,"DT0126 linked to AE0126 on EQ001 occurred because repeated cold-chain temperature drift alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0128,EQ034,AE0128,2024-08-16 11:56:00,2024-08-17 17:14:00,29.3,PRD005,"DT0128 linked to AE0128 on EQ034 occurred because the label vision inspection failure signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0129,EQ017,AE0129,2026-10-11 14:44:00,2026-10-13 17:56:00,51.2,PRD004,DT0129 linked to AE0129 on EQ017 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0133,EQ005,AE0133,2025-04-15 16:53:00,2025-04-17 11:41:00,42.8,PRD005,"DT0133 linked to AE0133 on EQ005 occurred because the label vision inspection failure signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0134,EQ005,AE0134,2024-02-24 16:27:00,2024-02-26 10:15:00,41.8,PRD004,DT0134 linked to AE0134 on EQ005 occurred because the unresolved sealing pressure loss condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0137,EQ020,AE0137,2025-11-03 10:32:00,2025-11-04 21:20:00,34.8,PRD013,"DT0137 linked to AE0137 on EQ020 occurred because the barcode sensor dropout signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0138,EQ020,AE0138,2026-07-04 01:27:00,2026-07-05 20:27:00,43.0,PRD013,DT0138 linked to AE0138 on EQ020 occurred because the unresolved power instability condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0139,EQ020,AE0139,2025-05-11 18:03:00,2025-05-12 21:51:00,27.8,PRD012,"DT0139 linked to AE0139 on EQ020 occurred because repeated power instability alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0140,EQ003,AE0140,2024-05-20 12:25:00,2024-05-21 06:13:00,17.8,PRD008,"DT0140 linked to AE0140 on EQ003 occurred because repeated power instability alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0141,EQ002,AE0141,2024-07-15 05:33:00,2024-07-17 19:39:00,62.1,PRD019,"DT0141 linked to AE0141 on EQ002 occurred because inspection after the sealing pressure loss alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0142,EQ018,AE0142,2025-04-22 00:54:00,2025-04-24 11:24:00,58.5,PRD006,"DT0142 linked to AE0142 on EQ018 occurred because the conveyor bearing vibration signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0146,EQ034,AE0146,2026-11-09 00:32:00,2026-11-11 15:14:00,62.7,PRD017,"DT0146 linked to AE0146 on EQ034 occurred because the packing cycle time deviation signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0147,EQ037,AE0147,2024-12-31 13:33:00,2025-01-01 11:03:00,21.5,PRD017,DT0147 linked to AE0147 on EQ037 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0149,EQ022,AE0149,2025-01-07 04:32:00,2025-01-08 01:38:00,21.1,PRD014,"DT0149 linked to AE0149 on EQ022 occurred because inspection after the barcode sensor dropout alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0153,EQ012,AE0153,2024-06-08 13:45:00,2024-06-09 22:27:00,32.7,PRD020,"DT0153 linked to AE0153 on EQ012 occurred because repeated packing cycle time deviation alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0154,EQ030,AE0154,2024-04-10 04:30:00,2024-04-11 02:18:00,21.8,PRD016,"DT0154 linked to AE0154 on EQ030 occurred because inspection after the conveyor bearing vibration alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0157,EQ011,AE0157,2025-02-13 20:22:00,2025-02-15 02:16:00,29.9,PRD002,"DT0157 linked to AE0157 on EQ011 occurred because repeated label vision inspection failure alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0159,EQ019,AE0159,2024-12-01 05:24:00,2024-12-03 11:54:00,54.5,PRD017,"DT0159 linked to AE0159 on EQ019 occurred because the power instability signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0161,EQ024,AE0161,2024-04-03 04:35:00,2024-04-04 18:17:00,37.7,PRD006,DT0161 linked to AE0161 on EQ024 occurred because the unresolved barcode sensor dropout condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0165,EQ039,AE0165,2025-07-23 09:17:00,2025-07-24 03:11:00,17.9,PRD013,DT0165 linked to AE0165 on EQ039 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0167,EQ009,AE0167,2025-03-14 17:20:00,2025-03-14 22:14:00,4.9,PRD006,"DT0167 linked to AE0167 on EQ009 occurred because inspection after the conveyor bearing vibration alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0168,EQ020,AE0168,2024-04-28 13:04:00,2024-04-29 23:34:00,34.5,PRD010,"DT0168 linked to AE0168 on EQ020 occurred because the cold-chain temperature drift signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
